,Large Individual Contributions,Small Individual Contributions (< $200),PAC Contributions,Other,Candidate self-financing,Labor,Business,Ideological
Jim Banks,0.3689536700059672,0.0951232228356832,0.5498848318096374,-0.013961724651287827,0.0,0.0019326845955374313,0.8625242793502315,0.13554303605423113
Todd Rokita,0.9423245931113389,0.03887104243544368,0.24023771056894214,-0.22143334611572466,0.0,0.02412289165926898,0.7166428654135628,0.2592342429271682
Susan Brooks,0.3299904817042656,0.02597345250594718,0.630851333752942,0.013184732036845196,0.0,0.02087819323501397,0.8868627636859377,0.09225904307904823
Luke Messer,0.813764467110699,0.021479936883253777,0.37534220833607207,-0.21058661233002493,0.0,0.0,0.8539419087136929,0.14605809128630706
Andre Carson,0.4137443304913961,0.03429378513986384,0.5356734201742261,0.01628846419451392,0.0,0.3551482170986682,0.603751969067736,0.04109981383359588
Larry Bucshon,0.2379492946798383,0.0077038926726708725,0.7356064967806556,0.018740315866835222,0.0,0.0327888980976858,0.8939593082798246,0.07325179362248956
Trey Hollingsworth,0.2258184860039046,0.013189144523368957,0.760508538729224,-2.3783814638462233e-05,0.0005076145581408939,0.014572341519162188,0.9244207715039187,0.06100688697691918
Joe Donnelly,0.5371399442774287,0.1626160499508212,0.22964061776687544,0.0697425152566738,0.0008608727482008046,0.09744557224177945,0.7212762892317406,0.18127813852647992
Todd Young,0.6166470677722105,0.05064135581947643,0.24835409218854235,0.08435748421977075,0.0,0.006798997502182383,0.7212119912099496,0.271989011287868
Rod Blum,0.4463278815744565,0.1481539158319026,0.26446502642392217,0.1405137535465848,0.00053942262313392,0.010609975662348135,0.5402926068057281,0.4490974175319238
David Loebsack,0.35427104604816617,0.10139662655577011,0.5424772349481889,0.0018550924478748236,0.0,0.18390249262800748,0.6117822921425049,0.20431521522948762
David Young,0.25300140014610223,0.03721547755707842,0.5507270323859881,0.15905608991083128,0.0,0.01646312753326375,0.7102193217849981,0.27331755068173813
Steven A. King,0.49821826484645704,0.22792125555074624,0.26822557041861617,0.005634909184180574,0.0,0.0,0.6041659703886902,0.39583402961130976
Chuck Grassley,0.4733932140111113,0.12410155964237533,0.3259814558166421,0.07652377052987125,0.0,0.004711007070461773,0.8258450102988694,0.1694439826306689
Joni Ernst,0.543203095751873,0.19370618273304055,0.14203519271150966,0.12087806705938041,0.00017746174419640373,0.001683041053218239,0.6523443078830277,0.3459726510637541
Roger Marshall,0.2867877967590313,0.013408588345850802,0.6568381260748132,0.042965488820304765,0.0,0.018130957314546208,0.8624132304185661,0.11945581226688769
Lynn Jenkins,0.0,0.010460251046025104,0.15428870292887029,0.8352510460251046,0.0,0.0,0.0,1.0
Kevin Yoder,0.4249777205015071,0.01407583766545804,0.5168151238478005,0.04413131798523437,0.0,0.021722907700642998,0.7601100968074993,0.21816699549185775
Mike Pompeo,0.3736027559470055,0.0009698993660522822,0.624646878790822,0.0007804658961201959,0.0,0.004424842392645027,0.9633434994087304,0.03223165819862454
Ron Estes,0.5130608779683503,0.01885276108789238,0.44563841200252235,0.022447948941234922,0.0,0.01357168502339882,0.7928689431728873,0.19355937180371396
Pat Roberts,0.4288734776061664,0.03882024172068593,0.5049061342502681,0.021345751290878023,0.0060543951320016125,0.0025067663891759832,0.839275163485037,0.15821807012578704
Jerry Moran,0.4300408626140605,0.02615704847478905,0.4810033896947576,0.06279869921639286,0.0,0.016113094138439237,0.8531155864033564,0.1307713194582044
James Comer,0.36500653489578855,0.00927649962677559,0.5945783951627897,0.031138570314646213,0.0,0.01836690650785415,0.8798896148918878,0.10174347860025805
Brett Guthrie,0.15427868421413993,0.0246113535074688,0.8180350688392659,0.0030748934391253997,0.0,0.011281538952333617,0.9670955113890269,0.021622949658639434
John A Yarmuth,0.40866155989295244,0.08351762443966956,0.5066664015247059,0.0011544141426721914,0.0,0.39100904965301797,0.5736297749799364,0.03536117536704563
Thomas Massie,0.45511112063492914,0.1016277693105083,0.3585003200895715,0.08476078996499103,0.0,0.0,0.9331096819560217,0.06689031804397826
Hal Rogers,0.3785244420620196,0.005399735211957514,0.6229797203782819,-0.0069038976522589005,0.0,0.04353206182664236,0.9231242312423125,0.033343706931045214
Andy Barr,0.49634595355684447,0.03965829645308191,0.39179521305026405,0.0722005369398096,0.0,0.007020193951013571,0.7369407447215404,0.256039061327446
Mitch McConnell,0.5004843207104138,0.04700139647107645,0.19638002727966955,0.1874984819101458,0.06863577362869443,0.006889232350291929,0.8640339266217758,0.12907684102793227
Rand Paul,0.3185851145938543,0.383341551893114,0.0982816427324236,0.19979169078060816,0.0,0.0,0.6817281508752393,0.31827184912476075
Steve Scalise,0.35780858730837356,0.3892268478668676,0.010662152847457923,0.2423024119773009,0.0,0.014327768397764323,0.9662142124184909,0.01945801918374476
Cedric Richmond,0.22409532032821297,0.007386472330942914,0.7785887307340327,-0.010070523393188598,0.0,0.1939130397892388,0.7669298353534111,0.03915712485735013
Clay Higgins,0.6229055307293175,0.03889365289304245,0.3423374875201104,-0.004136671142470308,0.0,0.011705998822710976,0.6854029539251887,0.30289104725210036
Mike Johnson,0.5873100275136198,0.025771792851514933,0.41224082212213015,-0.025322642487264943,0.0,0.021872372277497217,0.8117056075901993,0.16642202013230356
Ralph Abraham,0.5630412972468503,0.014360709286047596,0.5030331311245917,-0.0804351376574895,0.0,0.04810676953879353,0.8549260186608449,0.09696721180036148
Garret Graves,0.2419352860768104,0.0031209940089995812,0.3992701738436584,0.35566904955002093,4.496520510673922e-06,0.031714979379282804,0.9217460587344455,0.046538961886271706
Bill Cassidy,0.6068100970652206,0.06817701250642212,0.15512902563241604,0.16988386479594128,0.0,0.003944228143964009,0.7194868628426266,0.27656890901340936
John Kennedy,0.8110959431768772,0.027142911252522627,0.15706498036056465,0.004696165210035527,0.0,0.014668111964632248,0.7812727814113951,0.20405910662397267
Chellie Pingree,0.4060933676196343,0.2165537090935915,0.3850091043329378,-0.007656181046163562,0.0,0.41792182521506255,0.3192922744643078,0.26278590032062965
Bruce Poliquin,0.4363927517781628,0.016997304300697475,0.5511130850166878,-0.004503141095548015,0.0,0.01475214363907914,0.6861857874796014,0.29906206888131953
Angus King,0.6264374510518492,0.12298640744262837,0.25854268128934343,-0.022711380166499557,0.014744840382678563,0.1420242708336389,0.7064670888786546,0.15150864028770647
Susan Collins,0.5179158867686474,0.09676142216239864,0.3625208422690812,0.02280184879987278,0.0,0.037733444409561674,0.7496888075130591,0.21257774807737925
Andy Harris,0.5578743335163632,0.11098749096102664,0.3359689629409594,-0.004830787418349191,0.0,0.03089706914037084,0.8414289712729957,0.12767395958663355
Dutch Ruppersberger,0.2718309873113627,0.035222539253706345,0.6945886722965908,-0.0016421988616598597,0.0,0.2040019994332091,0.7809039887553243,0.01509401181146655
John Sarbanes,0.9664048165767587,0.03679891011766774,0.0,-0.0032037266944264383,0.0,2.6301946344029457,-1.0520778537611783,-0.5781167806417675
Anthony Brown,0.33910855610348967,0.019327608652646766,0.708730710594055,-0.06716687535019149,0.0,0.2822620420241902,0.618362474155417,0.09937548382039281
Steny H Hoyer,0.25400497100087455,0.009235435176466642,0.60754954351473,0.12921005030792887,0.0,0.12611911127544023,0.8496256769110374,0.024255211813522318
Elijah E Cummings,0.32174310363230857,0.08592955602204441,0.5881869917024491,0.004140348643197825,0.0,0.4175223638869201,0.543173706667256,0.03930392944582391
Jamie Raskin,0.5355521611535315,0.17313025340032026,0.2914928419735947,-0.0020910509206122294,0.0019157943931656827,0.46940800944180683,0.40482342807924204,0.12576856247895116
Ben Cardin,0.5100569582455385,0.02958520382944585,0.4598030229333388,0.0005548149916767893,0.0,0.10246365259644201,0.781113708113903,0.11642263928965496
Chris Van Hollen,0.6421506518494243,0.07494836218351635,0.11794960584360223,0.16495138012345711,0.0,0.17259811775771464,0.5976379007694117,0.22976398147287372
Richard E Neal,0.22653369176393542,0.007334961949568409,0.7532170984450128,0.012914247841483354,0.0,0.061274487117733284,0.9263965677401488,0.012328945142117935
James P McGovern,0.2927592901479314,0.19680040195783544,0.5120749706051243,-0.0016346627108911433,0.0,0.2922355019642875,0.6561567046462123,0.05160779338950011
Niki Tsongas,1.4409123458940565,0.2928448392653235,0.9144748301689601,-1.64823201532834,0.0,0.25,0.6805555555555556,0.06944444444444445
Joe Kennedy III,0.551124240895044,0.18970806338656618,0.20104854557166504,0.05811915014672481,0.0,0.17602641610216815,0.7743109586652452,0.049662625232586625
Katherine Clark,0.5681882656877854,0.06104082441861891,0.502162831670298,-0.13139192177670225,0.0,0.2798440682819527,0.6638487019790833,0.05630722973896406
Seth Moulton,0.5643513358327422,0.07276573107711014,0.28154659371094676,0.08133633937920086,0.0,0.11582424813832809,0.8083175089376482,0.07585824292402372
Michael E Capuano,0.5485161943353649,0.050210707586642325,0.43465893431902947,-0.05565642275363553,0.02227058651259875,0.20110751329544116,0.5438028415069657,0.2550896451975932
Stephen F Lynch,0.5820178860812676,0.05121035269638736,0.36883128498983775,-0.0020595237674927123,0.0,0.5196624024010398,0.40092956020911863,0.0794080373898416
Bill Keating,0.3750692739757951,0.10439969004785155,0.5212532146006895,-0.0007221786243361844,0.0,0.3536853615024075,0.52674740550806,0.11956723298953251
Elizabeth Warren,0.31076447807143187,0.5588274189980755,0.012784098439346097,0.11762400449114645,0.0,0.45640143266922684,0.10698214512573745,0.4366164222050357
Ed Markey,0.653670951731004,0.1784931876214962,0.14838180113572152,0.019454059511778234,0.0,0.18751296766812423,0.6035745413678831,0.20891249096399261
John Bergman,0.45522058471899113,0.03690430311094358,0.4959724265584958,0.01190268561156948,0.0,0.03621758341500768,0.633149880186321,0.33063253639867135
Bill Huizenga,0.3192526431717031,0.031738654452543195,0.6298553317204475,0.01915337065530626,0.0,0.005298891547586696,0.9405169144403122,0.05418419401210115
Justin Amash,0.7983110655750746,0.12527324273500468,0.06880785029957268,0.007607841390348128,0.0,0.0,0.3384646752981955,0.6615353247018044
John Moolenaar,0.49571666782166485,0.026850713489437756,0.47662240884711504,0.000810209841782359,0.0,0.0036272164559556174,0.8937914749531636,0.10258130859088081
Dan Kildee,0.2588670518633913,0.061585996133064716,0.679546952003544,0.0,0.0,0.20407381393269905,0.7467594661898985,0.04916671987740247
Fred Upton,0.34875706667217876,0.026278460473144062,0.6312992858397842,-0.006334812985107021,0.0,0.042940816104523674,0.7770455573431658,0.1800136265523105
Tim Walberg,0.4017516368226831,0.06222441721727451,0.5086841030304009,0.027339842929641433,0.0,0.002261845738501681,0.8588798254216985,0.1388583288397998
Mike Bishop,0.3620385023395221,0.034146476921018125,0.5313854006374419,0.07242962010201788,0.0,0.004544179077009066,0.7725405482779265,0.2229152726450644
Sander Levin,0.15774252913855052,0.0015116992375777758,0.9064718254316011,-0.06572605380772939,0.0,0.3790849673202614,0.5947712418300654,0.026143790849673203
Paul Mitchell,0.3211223044384238,0.01232316295906041,0.6534695993894717,0.0005490862232181457,0.012535846989825919,0.040968968632476836,0.8563354833287812,0.10269554803874194
Dave Trott,1.0500217667439933,0.0,1.012004508399578,-1.1166637843124392,0.05463750916886819,0.0,0.8782185107863605,0.12178148921363953
Debbie Dingell,0.34067915999040166,0.07828839916711175,0.5801577533690949,0.0008746874733916974,0.0,0.2030154741436318,0.7612749636291496,0.03570956222721862
John Conyers Jr.,0.21237204489836253,0.07671783901925794,0.7765951881325095,-0.06568507205012991,0.0,0.3130081300813008,0.6341463414634146,0.052845528455284556
Brenda Jones,0.6536143908567362,0.0962095775984109,0.2520030536840623,-0.0018270221392094517,0.0,0.6894409937888198,0.09937888198757763,0.2111801242236025
Brenda Lawrence,0.2864329978617497,0.04934524250197059,0.6641096212553402,0.00011213838093952366,0.0,0.409237444131658,0.5433541603319242,0.04740839553641782
Gary Peters,0.5725045820219947,0.15708238942290637,0.2577064697284105,0.012706558826688481,0.0,0.1454861449022343,0.6215371266551916,0.23297672844257408
Debbie Stabenow,0.5339338612269132,0.17290723023882246,0.2340277929549838,0.059131115579280566,0.0,0.07484817402835613,0.7716587700390107,0.15349305593263315
Tim Walz,0.22349558916194076,0.05411153119092628,0.794049306868305,-0.07165642722117202,0.0,0.0896700143472023,0.9103299856527977,0.0
Jason Lewis,0.3810605611185199,0.10106916131925982,0.3953167311967481,0.12255354636547218,0.0,0.04969888578585709,0.6145694463456932,0.33573166786844966
Erik Paulsen,0.4182597468088932,0.03187360138416999,0.49967076122600385,0.05019589058093295,0.0,0.0027636868134829225,0.7542681688225726,0.2429681443639444
Betty McCollum,0.36998940249164924,0.09412240927426932,0.5368813691078873,-0.0009931808738059013,0.0,0.26399852160827897,0.6772110383874158,0.05879044000430521
Keith Ellison,0.36454257963794584,0.5511326548868489,0.06310908435866874,0.02121568111653654,0.0,0.5389221556886228,0.36726546906187624,0.09381237524950099
Tom Emmer,0.30442770689350845,0.06790732666402581,0.5424731614595882,0.08519180498287751,0.0,0.07077656376885616,0.8463660166536013,0.08285741957754256
Collin Peterson,0.15781985733607962,0.04602272408393712,0.7959041648660632,0.0002532537139201149,0.0,0.08286252354048965,0.8574392378420295,0.059698238617480893
Rick Nolan,0.23728622144095218,0.17264976570082705,0.7652212625476496,-0.1751572496894288,0.0,0.2874008467078858,0.2691446450974414,0.44345450819467286
Tina Smith,0.49513079281181505,0.30445535272795093,0.16401858190783888,0.03580492648168938,0.0005903460707057489,0.1808867261241224,0.4541701244674541,0.3649431494084235
Al Franken,0.3303280135863485,0.5166933004217533,0.06203585843449552,0.09094282755740266,0.0,0.17967302369205665,0.5177340928212127,0.3025928834867306
Amy Klobuchar,0.49672837192267927,0.23156828065487237,0.21839189359728547,0.053311453825162905,0.0,0.09918050743363353,0.7086443623147495,0.19217513025161695
Trent Kelly,0.4642689271763619,0.05025960203359429,0.48182461599969745,0.00364685479034637,0.0,0.0022622233583610646,0.9170736783525585,0.08066409828908047
Bennie G Thompson,0.1923333816763994,0.010234917703329457,0.803554497927661,-0.006122797307389879,0.0,0.2923311984849829,0.6955124426125293,0.012156358902487794
Gregg Harper,0.1586367000874773,0.0013794495659780633,0.8714083843617523,-0.03142453401520759,0.0,0.0,0.9391480730223124,0.060851926977687626
Steven Palazzo,0.27057252197141435,0.0066990314056227,0.722728446622963,0.0,0.0,0.0035759751684284304,0.85535180443707,0.14107222039450157
Thad Cochran,0.5179279780019546,0.015944468507890323,0.4552500815042083,-0.014210395132652725,0.025087867118599505,0.01670811127828662,0.8095275314275325,0.17376435729418085
Cindy Hyde-Smith,0.5468632157121964,0.0973329259818137,0.29453355312750457,0.06127030517848525,0.0,0.00336578768611276,0.733158516360788,0.2634756959530993
Roger Wicker,0.5166519379827259,0.024647520138716038,0.3716804324676521,0.08701630354942254,3.8058614833877954e-06,0.016838807207009483,0.76998567755387,0.2131755152391205
William L Clay Jr.,0.12089606453256245,0.00629108080285887,0.8731896563417983,-0.00037680167721962566,0.0,0.23958333333333334,0.6744791666666666,0.0859375
Ann L Wagner,0.4970304490971876,0.006441603317888496,0.49964601706010686,-0.003118069475182957,0.0,0.0032638140931492542,0.9184372858122002,0.07829890009465061
Blaine Luetkemeyer,0.23345087715303053,0.014360053605825315,0.7467597392581032,0.005429329983040863,0.0,0.00457763322629301,0.9648666649882012,0.03055570178550584
Vicky Hartzler,0.44107912666385785,0.1607035581607332,0.4089738188191155,-0.010756503643706537,0.0,0.004026810504337882,0.8415631273015739,0.15441006219408823
Emanuel Cleaver,0.23436759088161274,0.032027542091295345,0.7361772914942785,-0.002572424467186582,0.0,0.18412220807776877,0.7597500289318366,0.05612776299039463
Sam Graves,0.1604744178912532,0.011393816403461682,0.8171939615250747,0.010937804180210368,0.0,0.0976031805051054,0.8727225924548808,0.02967422704001373
Billy Long,0.3203172446414521,0.010121901764486603,0.6491558858039836,0.020404967790077652,0.0,0.007248297685515002,0.9398370582680297,0.05291464404645538
Jason Smith,0.21318123427066377,0.006898184991132997,0.6842781370810391,0.0956424436571641,0.0,0.002230365534607467,0.9515646385952861,0.046204995870106486
Roy Blunt,0.5636280064190105,0.0335927645904325,0.33142198732937767,0.0713572416611794,0.0,0.016940998509738615,0.8408265677118049,0.14223243377845654
Claire McCaskill,0.5436953387205605,0.30565001848363604,0.07290039545709134,0.07322923029660193,0.0045250170421102,0.14177082834873767,0.634736566946185,0.2234926047050774
Greg Gianforte,0.5422932432906625,0.1321786694783418,0.055999637400849185,0.01888387553324633,0.2506445742969002,0.046883024722271356,0.588168855606677,0.3649481196710517
Ryan K Zinke,0.48139695439801833,0.3460367463702285,0.14067893680842805,0.03188736242332511,0.0,0.03004925766776154,0.6869849730596848,0.2829657692725537
Jon Tester,0.5873418317435479,0.1876954088216464,0.17725458623904597,0.04770817319575973,0.0,0.08664840111916818,0.7324567914382129,0.18089480744261896
Steven Daines,0.48194535809168343,0.10864518897675587,0.2936070040118917,0.115802448919669,0.0,0.015087543019091817,0.7412094487991492,0.24370300818175905
Jeff Fortenberry,0.44997336426402706,0.034604150976075075,0.49577895750616036,0.019643527253737532,0.0,0.06296733569460843,0.7884035156762429,0.14862914862914864
Don Bacon,0.3403484735505401,0.04859484167085966,0.457286870708134,0.15270248301209782,0.0010673310583684122,0.0563760003608064,0.6484968905503801,0.2951271090888135
Adrian Smith,0.1840580589510556,0.016735159742470408,0.7984253698790084,0.0007814114274656687,0.0,0.005048771129107175,0.9439586404669104,0.05099258840398247
Deb Fischer,0.43726936374169895,0.0488295804163297,0.45809711792815255,0.05580393791381879,0.0,0.029577583198903662,0.7856278666390222,0.18479455016207413
Ben Sasse,0.5493804775212966,0.15887297990135302,0.2238234499551122,0.05459241755921238,0.013330675063025781,0.0015183477137732358,0.7852125079460197,0.21326914434020705
Dina Titus,0.2926531766226423,0.06720249875466161,0.6506792142924458,-0.010534889669749721,0.0,0.37806526188624145,0.5841455942360257,0.03778914387773283
Mark Amodei,0.5410758819013006,0.009683914448264523,0.470484850040957,-0.021244646390522155,0.0,0.025893550720108575,0.8493888229148995,0.12471762636499192
Jacky Rosen,0.566384753098656,0.3276034407138654,0.049618569927936056,0.05639323625954258,0.0,0.21024752723803786,0.18480679193653662,0.6049456808254255
Ruben Kihuen,0.5068616416904163,0.06531117122005335,0.610331545286298,-0.18250435819676755,0.0,0.17670410534469402,0.40153708365608054,0.4217588109992254
Dean Heller,0.5743526685827616,0.09084543969049146,0.304885975613029,0.02991591611371804,0.0,0.00958219477479689,0.8394764891699666,0.1509413160552365
Catherine Cortez Masto,0.5283034529760543,0.32538311574237205,0.05955447430855597,0.08675895697301768,0.0,0.25144357539413226,0.26258052313614666,0.4859759014697211
Carol Shea-Porter,0.4737501272332196,0.23071918853971668,0.5022946234560526,-0.2067639392289888,0.0,0.28632123395215664,0.006927126627874758,0.7067516394199685
Ann Kuster,0.5397210706124465,0.0999929448538688,0.34725160205627614,0.013034382477408585,0.0,0.20461599968428223,0.5775052805512707,0.2178787197644471
Maggie Hassan,0.5647120366727689,0.3041205022348597,0.05236583062894743,0.07880163046342394,0.0,0.299432804220276,0.13664297842406592,0.5639242173556581
Jeanne Shaheen,0.5302349624522634,0.2753901348391555,0.156469745834307,0.0379051568742741,0.0,0.12007424705862421,0.6010477487703964,0.2788780041709794
Don Norcross,0.5413167832318952,0.010154531882287434,0.45575019621672996,-0.007221511330912676,0.0,0.31005624089616773,0.6561831926476098,0.03376056645622246
Frank LoBiondo,0.24990554326118639,0.011510228315431532,0.7884438926971447,-0.049859664273762615,0.0,0.4447339039821362,0.44733903982136214,0.10792705619650167
Thomas MacArthur,0.2695885064987974,0.011595721153286541,0.3022497912744796,0.12874168933812052,0.28782429173531593,0.048648595099335126,0.7420902691487946,0.20926113575187022
Chris Smith,0.5241040214102792,0.16802757954850786,0.3071192517939306,0.0007491472472823488,0.0,0.5184121180464873,0.26142595978062155,0.2201619221728911
Josh Gottheimer,0.7192924900705511,0.034238025408790555,0.24152887822369473,0.004940606296963684,0.0,0.11279958740554187,0.675153785486535,0.21204662710792307
Frank Pallone Jr.,0.3188814028097296,0.011069875040673147,0.6727320795538227,-0.0026833574042254404,0.0,0.11944246703760336,0.8712468729483296,0.009310660014067077
Leonard Lance,0.5118852097269421,0.04329499530297394,0.4678076394449313,-0.02298784447484727,0.0,0.0868267466647204,0.7452243192069992,0.16794893412828044
Albio Sires,0.35099758490894456,0.004022976001392485,0.6455190270011532,-0.0005395879114901764,0.0,0.49109096592685214,0.4682713347921225,0.04063769928102532
Bill Pascrell Jr.,0.38837259538059493,0.007224717597364634,0.6124691534847464,-0.008066466462705946,0.0,0.2316054690253013,0.7595848897032913,0.008809641271407428
Donald M Payne Jr.,0.173884861755731,0.009598258644097387,0.8126166584019122,0.003900221198259387,0.0,0.38399520393608005,0.5887426870361565,0.027262109027763423
Rodney Frelinghuysen,0.46550932816275353,0.024600441339583706,0.7102565722847388,-0.2003663417870761,0.0,0.05602009253985763,0.8819576621481572,0.06202224531198523
Bonnie Coleman,0.4365870234280369,0.09378110919180335,0.4873750209943596,-0.017743153614199862,0.0,0.4711099743778288,0.4430214979607309,0.08586852766144024
Robert Menendez,0.6742350041100705,0.0327425974521067,0.15834133249407,0.1346810659437528,0.0,0.1507548044721521,0.5764300066979237,0.2728151888299243
Cory Booker,0.6789580159255031,0.12126868755000741,0.09460950234739778,0.1051637941770917,0.0,0.12110550407538616,0.7512680506217774,0.1276264453028365
Michelle Lujan Grisham,0.5963029218843172,0.10554561717352415,2.6833631484794274,-2.385211687537269,0.0,0.39344262295081966,0.32786885245901637,0.2786885245901639
Ben Ray Lujan,0.25993554270193425,0.04599660070837381,0.6881719216870498,0.005895934902642196,0.0,0.13170201414792146,0.8353226290103077,0.03297535684177082
Martin Heinrich,0.5067522221733758,0.11981344780850632,0.30986550975530136,0.06356882026281649,0.0,0.09357723657157203,0.7264391422805019,0.17998362114792613
Tom Udall,0.5756147909175071,0.20361976939822793,0.19970577100669204,0.02105966867757293,0.0,0.1257347255810237,0.6333381512059958,0.24092712321298052
Lee Zeldin,0.4684741913360242,0.17455044241817794,0.263694500972533,0.0932808652732649,0.0,0.10639252049049044,0.7086997561215207,0.1849077233879889
Pete King,0.5175357449565335,0.07931764422280144,0.3980534253386166,0.005093185482048423,0.0,0.3227858934192607,0.6245637274235918,0.05265037915714743
Tom Suozzi,0.6591183113105429,0.027751462947812,0.3121093918205589,0.001020833921086197,0.0,0.27196813453028923,0.512907532034737,0.21512433343497375
Kathleen Rice,0.4857643209430666,0.06383922833737694,0.3567446165201801,0.09365183419937634,0.0,0.11801516646190531,0.8286278568244035,0.05335697671369117
Gregory W Meeks,0.2353175811549803,0.011698847821582111,0.7557796199747246,-0.002796048951287068,0.0,0.0707669464319949,0.9143089479013741,0.014924105666631068
Grace Meng,0.6863738217444092,0.03378412453248007,0.28202337430271884,-0.0021813205796080396,0.0,0.2795012221586459,0.6046033323928732,0.11589544544848081
Nydia M Velazquez,0.31501998709478934,0.04411344599089444,0.6410303791854535,-0.0001638122711372767,0.0,0.16080748219685884,0.779596197931909,0.059596319871232074
Hakeem Jeffries,0.4916099421553591,0.01284070608373974,0.48498739136179037,0.01056196039911079,0.0,0.2612673593883636,0.6904772030298305,0.04825543758180589
Yvette D Clarke,0.3464978196290689,0.0762501317095624,0.5849466599379255,-0.007694611276556807,0.0,0.21113361764915256,0.678526821249911,0.11033956110093643
Jerrold Nadler,0.46217257345239027,0.08639045178636623,0.4062767630791488,0.04516021168209471,0.0,0.3062944538091518,0.6536611437733832,0.04004440241746495
Dan Donovan,0.5422117678889218,0.028882881664151563,0.4186995472812384,0.010205803165688225,0.0,0.2127852694671231,0.5189310305502637,0.2682836999826132
Carolyn B Maloney,0.5256620115809449,0.044627025448883265,0.42951048610773196,0.00020047686243978395,0.0,0.1847227583164628,0.7527325801881325,0.06254466149540472
Adriano Espaillat,0.5201297243479619,0.02617547438700609,0.4473708613150086,0.006323939950023427,0.0,0.3958142992526345,0.3911014135819634,0.21308428716540215
Joseph Crowley,0.3391153291646384,0.008786380426911723,0.5436642785050231,0.10843401190342686,0.0,0.10974840890752334,0.8493878218183988,0.04086376927407784
Jose E Serrano,0.24915862472162498,0.014038947502028916,0.7406487147632034,-0.0038462869868572374,0.0,0.4722602401111568,0.4566483313471516,0.0710914285416916
Eliot L Engel,0.691595138288915,0.004664880153484185,0.30906010322315497,-0.005320121665554135,0.0,0.21140909726725926,0.6522421020952284,0.13634880063751234
Nita M Lowey,0.6420695689947872,0.028799007369829634,0.33187201661706844,-0.0027405929816852743,0.0,0.23837520445620303,0.6878019733321273,0.07382282221166965
Sean Patrick Maloney,0.5557214831018068,0.10066314262599371,0.31249920187014035,0.031116172402059137,0.0,0.21238867636545136,0.6213230196841043,0.16628830395044433
John Faso,0.5235113843798755,0.052865306015006386,0.3360530842461322,0.08757022535898586,0.0,0.04792049421461559,0.628859833366634,0.3232196724187504
Paul Tonko,0.22657408403883866,0.12707690606017125,0.6443924283732722,0.0019565815277179893,0.0,0.1931358812066161,0.7675945674206291,0.03926955137275474
Elise Stefanik,0.3354034515941673,0.047460312810991036,0.518820382651585,0.09831585294325666,0.0,0.05622965986920222,0.7202653763972036,0.22350496373359421
Claudia Tenney,0.3135649020143603,0.06652205642218666,0.4250291303629099,0.19488391120054313,0.0,0.01447775131566565,0.6065041297785628,0.37901811890577153
Tom Reed,0.42028240648417475,0.027619719267931508,0.5429615529740355,0.009136321273858243,0.0,0.042598532022233196,0.8696813845493506,0.08772008342841613
John Katko,0.33324579460952236,0.03150343592509535,0.4958885174429661,0.1393622520224162,0.0,0.10635800839128011,0.6669791391602852,0.2266628524484347
Joseph D Morelle,0.3166812967195557,0.029692106396369537,0.5820842580630914,0.07154233882098336,0.0,0.22601013976355433,0.7477866352670687,0.02620322496937702
Louise M Slaughter,0.3481625009270934,0.155523622339242,0.6168415782837647,-0.12052770155010012,0.0,0.4183225266680611,0.44647885057841136,0.1351986227535276
Brian M Higgins,0.34207630908072123,0.04424305058204043,0.6168431774917156,-0.003162537154477277,0.0,0.2453547060610798,0.7323753167413474,0.022269977197572854
Chris Collins,0.2888459043982399,0.013882623481682987,0.5418005185478837,0.15547095357219343,0.0,0.06213418498589554,0.826589012743031,0.1112768022710735
Kirsten Gillibrand,0.5909410607310078,0.3272081044748776,0.06181661101045132,0.020034223783663253,0.0,0.11622855182430732,0.6022306263035633,0.28154082187212937
Charles E Schumer,0.7383301010969558,0.024181261844703806,0.18963794411824902,0.04785069294009138,0.0,0.0650115874248888,0.8798999979294254,0.055088414645685736
G K Butterfield,0.12220616253859799,0.012995203994481308,0.8641350765389921,0.0006635569279285198,0.0,0.10720053037652476,0.8634554152233876,0.029344054400087586
George Holding,0.41253787477191434,0.014877182507574955,0.5905161710628373,-0.017931228342326556,0.0,0.004088773105218735,0.8786352843595667,0.11727594253521456
Walter B Jones Jr.,0.5327424192617094,0.08075787795535101,0.3817323070686563,-0.00034235317562377257,0.005109748889907053,0.12383827900174553,0.7666179176298533,0.1095438033684012
David Price,0.3752400548696845,0.08918174494306182,0.5361769765061946,-0.000598776318940928,0.0,0.338201012187315,0.6346462779770748,0.02715270983561015
Virginia Foxx,0.5333705870582783,0.023039732936112285,0.45022737028606413,-0.006637690280454706,0.0,0.002425639592647789,0.9315717368355688,0.06600262357178341
Mark Walker,0.24191955662887266,0.01931665760515233,0.4565600153117987,0.28220377045417633,0.0,0.016256884790708866,0.8924948465675213,0.09124826864176978
David Rouzer,0.40341881764556,0.013440443738228247,0.5814653246282655,0.0016754139879462382,0.0,0.02583691961010965,0.9244000498764883,0.04976303051340206
Richard Hudson,0.37082889814631315,0.018502544656629694,0.5925868871014206,0.018081670095636593,0.0,0.01676799660168602,0.9066937842433931,0.07653821915492091
Robert Pittenger,0.2721378990673592,0.011913969366615845,0.6489121854235245,0.06703594614250055,0.0,0.004659998726267015,0.7468067358728255,0.24853326540090745
